0.0921309,0.93703306,0.0
0.12527813,0.4886666,0.0
0.65284944,0.90749216,318.0
0.81260127,0.4337884,158.0
0.85032153,0.7153383,336.0
0.46006393,0.8345435,62.0
0.7041178,0.32203946,129.0
0.28390577,0.8954757,52.0
0.12632348,0.60416734,9.0
0.2791434,0.987275,320.0
0.84287786,0.24548109,0.0
0.35875246,0.7285202,177.0
0.3984495,0.03988645,0.0
0.1656891,0.9613566,0.0
0.37040254,0.14943106,0.0
0.21710588,0.6368536,31.0
0.06097309,0.13035625,0.0
0.9886868,0.59895325,0.0
0.31770363,0.8365269,233.0
0.32391876,0.9289388,363.0
0.5880423,0.73445743,364.0
0.024923619,0.9234438,0.0
0.27979067,0.036062025,0.0
0.3136928,0.29384094,23.0
0.031410277,0.538757,0.0
0.74342644,0.078636155,91.0
0.96311575,0.4086121,0.0
0.41258207,0.9009423,175.0
0.1445804,0.69914687,0.0
0.5484525,0.8842455,295.0
0.07969746,0.66655225,0.0
0.5499083,0.21288334,22.0
0.949836,0.7128592,111.0
0.07663091,0.32203954,0.0
0.7350133,0.2940683,43.0
0.5496777,0.23480363,166.0
0.40088767,0.5945794,101.0
0.7002554,0.3540467,57.0
0.59075505,0.583965,489.0
0.583842,0.072256826,0.0
0.21919015,0.06905458,0.0
0.07920795,0.56696826,0.0
0.028969118,0.8396376,0.0
0.47969452,0.22728741,50.0
0.4453851,0.5282847,340.0
0.425486,0.7570662,149.0
0.71704704,0.54967445,59.0
0.9704772,0.220109,0.0
0.56438506,0.684487,272.0
0.05165671,0.006180221,0.0
0.7812699,0.56336796,168.0
0.8601022,0.88133055,117.0
0.96620125,0.6395789,0.0
0.7223715,0.33136213,53.0
0.3306865,0.63786733,20.0
0.56182694,0.32601234,88.0
0.48062614,0.08283328,0.0
0.4806672,0.25514174,81.0
0.65269464,0.7889723,228.0
0.71325415,0.5836713,51.0
0.5513958,0.084346,0.0
0.072367474,0.14290649,0.0
0.7712809,0.7051503,374.0
0.6315639,0.5546516,206.0
0.6362347,0.48875183,131.0
0.5964838,0.6624498,271.0
0.50652254,0.9384983,222.0
0.8104412,0.82828414,174.0
0.50267595,0.14381598,0.0
0.47415212,0.49640387,296.0
0.99104905,0.35285607,0.0
0.4454072,0.5003957,233.0
0.52343094,0.5385075,426.0
0.7798583,0.8652085,74.0
0.34464526,0.55271894,25.0
0.33786482,0.5011631,21.0
0.9550247,0.5762245,129.0
0.6188683,0.07700975,0.0
0.7415822,0.8814853,184.0
0.5829956,0.01949781,0.0
0.2814551,0.9393858,197.0
0.7482742,0.730854,411.0
0.41584113,0.19565284,0.0
0.37040883,0.007001282,0.0
0.9112189,0.26301476,0.0
0.28343204,0.59668905,11.0
0.22917296,0.6971888,9.0
0.77204186,0.013892177,38.0
0.9900037,0.8648422,17.0
0.06039841,0.8554722,0.0
0.4095439,0.072367385,0.0
0.68527657,0.06771865,0.0
0.22637796,0.1893209,99.0
0.34813175,0.36733913,14.0
0.028081622,0.3008267,0.0
0.60541177,0.60436946,338.0
0.0020369287,0.75292915,0.0
0.59794927,0.87554497,443.0
0.8961296,0.74361897,317.0
0.92869574,0.22156805,0.0
0.64735436,0.89274395,345.0
0.90935886,0.9513233,67.0
0.83932185,0.42887124,247.0
0.5604816,0.54418576,273.0
0.6594119,0.6961087,81.0
0.88710064,0.8843718,131.0
0.7458235,0.46102062,72.0
0.46882132,0.85714597,72.0
0.48945943,0.9062258,395.0
0.32849157,0.090137966,0.0
0.45137277,0.10078702,0.0
0.50190544,0.8918471,317.0
0.27458313,0.9137295,121.0
0.596468,0.23416571,97.0
0.4800198,0.26512444,122.0
0.93345183,0.585942,126.0
0.79250324,0.9135715,112.0
0.13637254,0.83489096,0.0
0.29950985,0.5722233,18.0
